accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/ctc_loss,test/num_examples,test/wer,total_duration,train/ctc_loss,train/wer,validation/ctc_loss,validation/num_examples,validation/wer
74.78789806365967,0.0,37.15535092353821,1,0,37.15535092353821,31.28999290276792,2472.0,4.276379664046473,112.5808699131012,32.16911888772652,4.473515750449936,31.24438353928069,5348.0,4.148631294356202
119.78562927246094,0.0935940742492675,1482.7921550273895,1059,0,1482.7921550273895,6.039291244596425,2472.0,0.8963296975605793,1605.4286587238312,6.309704130530152,0.9372460691230832,6.208765791390396,5348.0,0.8942886110172356
168.01173210144043,0.1590816974639892,2928.1187422275543,2500,0,2928.1187422275543,0.6962577726788826,2472.0,0.2139215566794629,3101.567202329636,0.8229355258495596,0.251473742065502,1.065593723314748,5348.0,0.2919132911697967
215.8056824207306,0.2239127159118652,4373.614457130432,4037,0,4373.614457130432,0.6142408381185883,2472.0,0.1928381370219161,4597.529871702194,0.7119448229170182,0.2237339828216098,0.9742950384267632,5348.0,0.2684883889344855
263.6436138153076,0.2853572368621826,5818.676626443863,5920,0,5818.676626443863,0.5147318980256791,2472.0,0.1637519549895395,6093.383072853088,0.5847480005399386,0.1874535245875138,0.8334928562010248,5348.0,0.2347318109399893
312.16538286209106,0.3478703498840332,7264.053392410278,7795,0,7264.053392410278,0.4596303592167237,2472.0,0.1473808218065118,7590.243129730225,0.5271712491141632,0.1688310288713345,0.7754434068590517,5348.0,0.216617583160334
359.3334836959839,0.4789142608642578,8709.360258817673,9584,0,8709.360258817673,0.4422443585070004,2472.0,0.1413889058152052,9087.276316404344,0.5021069204940438,0.1639437014365617,0.7532696301424051,5348.0,0.2129966687587505
408.0770480632782,2.0604231357574463,10154.385799646378,11323,0,10154.385799646378,0.4349422745015807,2472.0,0.1397842910243129,10585.387162923813,0.4882736307495022,0.1601286762724833,0.7446346945951376,5348.0,0.2108820547482257
455.91388988494873,2.795377492904663,11600.60501742363,13227,0,11600.60501742363,0.4188578194560939,2472.0,0.1333861434403753,12084.417389631271,0.4608375269969291,0.1516041426431442,0.7164463857965391,5348.0,0.2015352677062714
504.54631090164185,3.521888494491577,13045.895425319672,15128,0,13045.895425319672,0.3886952636057165,2472.0,0.1250787073710722,13582.697202682495,0.4260970929791111,0.1406925240594454,0.6811322317033354,5348.0,0.1931637136098102
551.4761075973511,5.097963094711304,14489.578454732897,16904,0,14489.578454732897,0.3681732994870637,2472.0,0.1176040460666626,15077.767765283585,0.3988522350504505,0.1317153603258936,0.6481831561903506,5348.0,0.1832472360353401
600.376663684845,5.797142505645752,15934.038829803469,18638,0,15934.038829803469,0.3541781173382153,2472.0,0.1129323827514065,16574.650187015533,0.3814350238754092,0.126095203198586,0.6335203949888236,5348.0,0.1805629314922995
646.9904923439026,6.497781276702881,17378.620255231857,20481,0,17378.620255231857,0.34350247899058,2472.0,0.1119980500883553,18069.40586185456,0.3607371848952181,0.1218113825694302,0.6106821849256581,5348.0,0.1745377299280645
695.7696001529694,7.189540863037109,18822.78756570816,22375,0,18822.78756570816,0.3243353401832376,2472.0,0.1030609550504742,19567.71083450317,0.3311806621840515,0.1111045252233514,0.5820015234139542,5348.0,0.165606141070825
743.257622718811,8.581446886062622,20266.788549423218,24233,0,20266.788549423218,0.3098438306503645,2472.0,0.0977596327666402,21063.47067308426,0.3076122376235953,0.1035660786067614,0.5555960249177466,5348.0,0.1584608699850335
791.2380337715149,9.246414184570312,21711.44796800613,25948,0,21711.44796800613,0.3421041276856571,2472.0,0.1099059573863059,22559.579228639603,0.35608975846185,0.1207067495770063,0.6199808180128592,5348.0,0.177897938492734
837.5289657115936,9.925100564956663,23155.835919380188,27742,0,23155.835919380188,0.2896965126782373,2472.0,0.0917270936160705,24053.787239551544,0.2753453445061249,0.0932741321895442,0.5161146057018535,5348.0,0.1485443924105634
885.1419701576233,10.575518608093262,24601.299715280533,29632,0,24601.299715280533,0.2779590618749596,2472.0,0.0879491398046026,25552.11997437477,0.2586179259609219,0.0873037255768339,0.5029106055825547,5348.0,0.1424322889006904
931.9845333099364,12.075968265533447,26045.082265377045,31488,0,26045.082265377045,0.2736477958255371,2472.0,0.0856133081469745,27047.15641188621,0.2472142543785644,0.0839844381459408,0.4907690611186457,5348.0,0.1393810650316226
976.7394800186156,12.901170015335085,27489.25124168396,33256,0,27489.25124168396,0.2672179203093748,2472.0,0.0846789754839233,28539.69166612625,0.2385058201582695,0.0816781799959047,0.4778831256592827,5348.0,0.1366002027712065
1024.4865045547483,13.458785057067873,28934.32774949073,34997,0,28934.32774949073,0.2644740688915414,2472.0,0.0827696869985578,30035.86815834045,0.2332373325346741,0.0790486146285738,0.474903010881304,5348.0,0.1342635060107179
1073.796214580536,14.968364715576172,30379.969565868378,36907,0,30379.969565868378,0.263112715941351,2472.0,0.0830134259541364,31536.94465565681,0.231051424931664,0.0788977379271696,0.4725752131680731,5348.0,0.1346014580215323
1120.9065721035004,15.564057350158691,31543.41003370285,38401,0,31543.41003370285,0.2628666819230273,2472.0,0.0828306217374525,32750.702052354813,0.2307934249822832,0.0787414727721438,0.4728283306334137,5348.0,0.1344759329889441
,,,38401,0,31543.41003370285,,,,,,,,,
